date,daily_return,"ln_RV_d,t","ln_RV_w,t","ln_RV_m,t","RV_d,t","RV_w,t","RV_m,t",high,volume,UEMP15T26,UEMP27OV,PERMITW,TB3SMFFM,Fear_Greed_Value,target,Filtered_State,Regime,Regime_Prob
2018-02-01,-0.1057757865004382,-4.918761270909355,-5.324055718321362,-4.815542844215965,0.0073081780948927,0.0048729502800571,0.0081028223135915,10336.0,78778.32009414,873,1432,364.0,0.15,30.0,-4.204676654950767,0,High Volatility,1.0
2018-02-02,-0.0315978651563011,-4.204676654950767,-5.084679579150484,-4.767786484425419,0.0149256114114571,0.0061908704565039,0.0084991724043055,9213.0,123340.81540421,873,1432,364.0,0.15,15.0,-4.796110993455031,0,High Volatility,1.0
2018-02-03,0.037585538683373,-4.796110993455031,-4.986292794904298,-4.748975965368163,0.0082618149047904,0.0068309413105415,0.0086605593764683,9499.0,51910.03301381,873,1432,364.0,0.15,40.0,-4.505004659758109,0,High Volatility,1.0
2018-02-04,-0.1127221092773881,-4.505004659758109,-4.809998638236578,-4.71804318145734,0.0110535386799229,0.0081478707931448,0.0089326410150012,9410.0,74417.19860811,873,1432,364.0,0.15,24.0,-3.788504150369562,0,High Volatility,1.0
2018-02-05,-0.1513218980599129,-3.788504150369562,-4.508273853290692,-4.644493579373486,0.0226294267659864,0.0110174615264882,0.0096143973561473,8380.0,131291.80006036,873,1432,364.0,0.15,11.0,-3.367301394754402,0,High Volatility,1.0
2018-02-06,0.1054040825727693,-3.367301394754402,-4.200540713843625,-4.538595114345006,0.0344825667326743,0.014987470696242,0.0106884120072852,7880.0,192767.51589836,873,1432,364.0,0.15,8.0,-4.308063481713592,0,High Volatility,1.0
2018-02-07,-0.0119680158358077,-4.308063481713592,-4.134089229203167,-4.521553635174308,0.013459589113551,0.0160172465290392,0.0108721192334319,8488.9,106698.95836063,873,1432,364.0,0.15,36.0,-4.8040867840002335,0,High Volatility,1.0
2018-02-08,0.0860430478851705,-4.8040867840002335,-4.126200354865787,-4.510343528678192,0.008196182482736,0.0161441042987311,0.0109946825382211,8648.9,77616.13731753,873,1432,364.0,0.15,30.0,-5.201171773337177,0,High Volatility,1.0
2018-02-09,0.0532058206002645,-5.201171773337177,-4.213193518082509,-4.512643762741709,0.0055101040434478,0.014799031817587,0.0109694212594943,8750.0,63038.20332767,873,1432,364.0,0.15,44.0,-5.135164363956974,0,High Volatility,1.0
2018-02-10,-0.0132632719143591,-5.135164363956974,-4.236393842404756,-4.535444441222275,0.0058860839656477,0.0144596416834237,0.0107221408060296,9074.9,68145.76424786,873,1432,364.0,0.15,54.0,-5.199353312330745,0,High Volatility,1.0
2018-02-11,-0.0576550274436529,-5.199353312330745,-4.29261343209185,-4.535558081137905,0.0055201330687242,0.0136691551675382,0.0107209224120835,8570.0,52226.57572134,873,1432,364.0,0.15,31.0,-5.461366168686769,0,High Volatility,1.0
2018-02-12,0.10330511940317,-5.461366168686769,-4.50594032099426,-4.53083698158766,0.0042477486377962,0.0110432011492253,0.0107716566204519,9000.0,51386.55107161,873,1432,364.0,0.15,42.0,-5.853822384167821,0,High Volatility,1.0
2018-02-13,-0.0439519707061742,-5.853822384167821,-5.031813256686054,-4.5353020652035045,0.0028689120889183,0.0065269647715459,0.0107236674904293,8952.9,39510.97625897,873,1432,364.0,0.15,35.0,-6.129399536204184,0,High Volatility,1.0
2018-02-14,0.1108957187837773,-6.129399536204184,-5.315403867272445,-4.537745192554219,0.0021778883112497,0.00491529322836,0.0106975001831313,9489.0,50355.10445747,873,1432,364.0,0.15,55.0,-5.562833111570304,0,High Volatility,1.0
2018-02-15,0.0571624980170271,-5.562833111570304,-5.450844101287609,-4.640500151713312,0.003837887816233,0.0042926797045739,0.0096528685212662,10176.0,67559.44509757,873,1432,364.0,0.15,71.0,-6.007989467651043,0,High Volatility,1.0
